Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Paracoccus,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Rheinheimera,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Haemophilus,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Ralstonia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Ralstonia,Sordariomycetes,Jobellisia,Jobellisia,NA,Jobellisiaceae,Ascomycota,Eukaryota
Ralstonia,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Ralstonia,Sordariomycetes,Nectriaceae,Nectriaceae,NA,Hypocreales,Ascomycota,Eukaryota
Ralstonia,Sordariomycetes,Xylariaceae,Nemania,Nemania,Xylariales,Ascomycota,Eukaryota
Ralstonia,Sordariomycetes,Xylariaceae,Entonaema,Entonaema,Xylariales,Ascomycota,Eukaryota
Granulicatella,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Chryseobacterium,Sordariomycetes,Xylariaceae,Nemania,Nemania,Xylariales,Ascomycota,Eukaryota
Chryseobacterium,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Moraxella,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Bradyrhizobium,Sordariomycetes,Nectriaceae,Nectriaceae,NA,Hypocreales,Ascomycota,Eukaryota
Sediminibacterium,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Sediminibacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Bradyrhizobiaceae,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Kocuria,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Globicatella,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Lautropia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Facklamia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Tatumella,Sordariomycetes,Nectriaceae,Nectriaceae,NA,Hypocreales,Ascomycota,Eukaryota
Curvibacter,Sordariomycetes,Nectriaceae,Nectriaceae,NA,Hypocreales,Ascomycota,Eukaryota
Veillonella,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Janthinobacterium,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Gammaproteobacteria,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Xanthomonas,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Actinoplanes,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Rhizobiales,Sordariomycetes,Stachybotryaceae,Stachybotrys,Stachybotrys,Hypocreales,Ascomycota,Eukaryota
Streptomyces,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Rhodopseudomonas,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Perlucidibaca,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pandoraea,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Pandoraea,Sordariomycetes,Hypoxylaceae,Hypoxylon,Hypoxylon,Xylariales,Ascomycota,Eukaryota
Pandoraea,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Burkholderia,Sordariomycetes,Plectosphaerellaceae,Stachylidium,Stachylidium,Glomerellales,Ascomycota,Eukaryota
Sphingomonas,Sordariomycetes,Plectosphaerellaceae,Stachylidium,Stachylidium,Glomerellales,Ascomycota,Eukaryota
Actinobacteria,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Actinomycetales,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Atopostipes,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Bacillus,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Brevundimonas,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Burkholderiales,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Comamonadaceae,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Flavobacteriaceae,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Gammaproteobacteria,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Kocuria,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Massilia,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Methylobacterium,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Paracoccus,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Pelomonas,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Propionibacterium,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Ralstonia,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Rhodobacteraceae,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Staphylococcus,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Streptococcus,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Stenotrophomonas,Endogonomycetes,Bifiguratus,Bifiguratus,NA,Endogonales,Mucoromycota,Eukaryota
Bradyrhizobium,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Rhodanobacter,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Stenotrophomonas,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Burkholderia,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Pseudomonas,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Serratia,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Streptomyces,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Uncultured bacterium clone EU236303,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Burkholderia,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Actinobacteria,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Bacteroidetes,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Firmicutes,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Deltaproteobacteria,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Gammaproteobacteria,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Alphaproteobacteria,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Betaproteobacteria,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Paraburkholderia,Umbelopsidomycetes,Umbelopsidaceae,Umbelopsis,Umbelopsis,Umbelopsidales,Mucoromycota,Eukaryota
Paraburkholderia,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Paraburkholderia,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Abiotrophia,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Abiotrophia,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Abiotrophia,Sordariomycetes,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella,Glomerellales,Ascomycota,Eukaryota
Abiotrophia,Agaricomycetes,Psathyrellaceae,Psathyrella,Psathyrella,Agaricales,Basidiomycota,Eukaryota
Acetitomaculum,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Acetobacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Achromobacter,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Achromobacter,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Achromobacter,Sordariomycetes,Nectriaceae,Dactylonectria,Dactylonectria,Hypocreales,Ascomycota,Eukaryota
Achromobacter,Sordariomycetes,Diaporthaceae,Diaporthe,Diaporthe,Diaporthales,Ascomycota,Eukaryota
Achromobacter,Dothideomycetes,Didymellaceae,Didymella,Didymella,Pleosporales,Ascomycota,Eukaryota
Achromobacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Achromobacter,Dothideomycetes,Didymosphaeriaceae,Kalmusia,Kalmusia,Pleosporales,Ascomycota,Eukaryota
Achromobacter,Saccharomycetes,Debaryomycetaceae,Meyerozyma,Meyerozyma,Saccharomycetales,Ascomycota,Eukaryota
Achromobacter,Dothideomycetes,Neopyrenochaetaceae,Neopyrenochaeta,Neopyrenochaeta,Pleosporales,Ascomycota,Eukaryota
Achromobacter,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Achromobacter,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Achromobacter,Sordariomycetes,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella,Glomerellales,Ascomycota,Eukaryota
Achromobacter,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Acidibacter,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Acidibacter,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Acidibacter,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Acidibacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Acidibacter,Sordariomycetes,Clavicipitaceae,Metapochonia,Metapochonia,Hypocreales,Ascomycota,Eukaryota
Acidibacter,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Acidibacter,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Acidibacter,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Acidibacter,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Acidovorax,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Acidovorax,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Acidovorax,Dothideomycetes,Saccotheciaceae,Aureobasidium,Aureobasidium,Dothideales,Ascomycota,Eukaryota
Acidovorax,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Acidovorax,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Acidovorax,Agaricomycetes,Agaricaceae,Coprinus,Coprinus,Agaricales,Basidiomycota,Eukaryota
Acidovorax,Sordariomycetes,Diaporthaceae,Diaporthe,Diaporthe,Diaporthales,Ascomycota,Eukaryota
Acidovorax,Dothideomycetes,Didymellaceae,Didymella,Didymella,Pleosporales,Ascomycota,Eukaryota
Acidovorax,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Acidovorax,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Acidovorax,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Acidovorax,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Acidovorax,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Acidovorax,Agaricomycetes,Strophariaceae,Kuehneromyces,Kuehneromyces,Agaricales,Basidiomycota,Eukaryota
Acidovorax,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Acidovorax,Agaricomycetes,Marasmiaceae,Marasmius,Marasmius,Agaricales,Basidiomycota,Eukaryota
Acidovorax,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Acidovorax,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Acidovorax,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Acidovorax,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Acidovorax,Agaricomycetes,Sparassidaceae,Sparassis,Sparassis,Polyporales,Basidiomycota,Eukaryota
Acidovorax,Sordariomycetes,Ophiocordycipitaceae,Tolypocladium,Tolypocladium,Hypocreales,Ascomycota,Eukaryota
Acidovorax,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Acinetobacter,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Acinetobacter,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Acinetobacter,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Acinetobacter,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Acinetobacter,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Acinetobacter,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Acinetobacter,Sordariomycetes,Ophiocordycipitaceae,Purpureocillium,Purpureocillium,Hypocreales,Ascomycota,Eukaryota
Acinetobacter,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Acinetobacter,Agaricomycetes,Suillaceae,Suillus,Suillus,Boletales,Basidiomycota,Eukaryota
Acinetobacter,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Actinobacillus,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Actinobacillus,Ustilaginomycetes,Ustilaginaceae,Tranzscheliella,Tranzscheliella,Ustilaginales,Basidiomycota,Eukaryota
Actinokineospora,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Actinomadura,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Actinomyces,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Actinomyces,Eurotiomycetes,Malbrancheaceae,Auxarthron,Malbranchea,Onygenales,Ascomycota,Eukaryota
Actinomyces,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Actinomyces,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Actinomyces,Sordariomycetes,Bionectriaceae,Clonostachys,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Actinomyces,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Actinomyces,Sordariomycetes,Coniochaetaceae,Coniochaeta,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Actinomyces,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Actinomyces,Agaricomycetes,Fistulinaceae,Fistulina,Fistulina,Agaricales,Basidiomycota,Eukaryota
Actinomyces,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Actinomyces,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Actinomyces,Agaricomycetes,Grifolaceae,Grifola,Grifola,Polyporales,Basidiomycota,Eukaryota
Actinomyces,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Actinomyces,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Actinomyces,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Actinomyces,Agaricomycetes,Laetiporaceae,Laetiporus,Laetiporus,Polyporales,Basidiomycota,Eukaryota
Actinomyces,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Actinomyces,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Actinomyces,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Actinomyces,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Actinomyces,Sordariomycetes,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella,Glomerellales,Ascomycota,Eukaryota
Actinomyces,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Actinomyces,Mortierellomycetes,Mortierellaceae,Podila,Podila,Mortierellales,Mucoromycota,Eukaryota
Actinomyces,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Actinomyces,Leotiomycetes,Pseudogymnoascus,Pseudogymnoascus,NA,Pseudeurotiaceae,Ascomycota,Eukaryota
Actinomyces,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Actinomyces,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Actinomyces,Sordariomycetes,Stanjemonium,Stanjemonium,NA,Hypocreales,Ascomycota,Eukaryota
Actinomyces,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Actinomyces,Ustilaginomycetes,Ustilaginaceae,Tranzscheliella,Tranzscheliella,Ustilaginales,Basidiomycota,Eukaryota
Actinomyces,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Actinomyces,Sordariomycetes,Sporocadaceae,Truncatella,Truncatella,Xylariales,Ascomycota,Eukaryota
Actinomyces,Tremellomycetes,Trichosporonaceae,Vanrija,Vanrija,Trichosporonales,Basidiomycota,Eukaryota
Actinomyces,Sordariomycetes,Plectosphaerellaceae,Verticillium,Verticillium,Glomerellales,Ascomycota,Eukaryota
Actinomycetospora,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Actinomycetospora,Sordariomycetes,Magnaporthaceae,Gaeumannomyces,Gaeumannomyces,Magnaporthales,Ascomycota,Eukaryota
Actinomycetospora,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Actinomycetospora,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Actinoplanes,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Actinoplanes,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Actinoplanes,Schizosaccharomycetes,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces,Schizosaccharomycetales,Ascomycota,Eukaryota
Actinoplanes,Agaricomycetes,Sparassidaceae,Sparassis,Sparassis,Polyporales,Basidiomycota,Eukaryota
Actinoplanes,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Actinoplanes,Umbelopsidomycetes,Umbelopsidaceae,Umbelopsis,Umbelopsis,Umbelopsidales,Mucoromycota,Eukaryota
Actinotalea,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Actinotalea,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
Actinotalea,Agaricomycetes,Psathyrellaceae,Coprinellus,Coprinellus,Agaricales,Basidiomycota,Eukaryota
Actinotalea,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Actinotalea,Agaricomycetes,Polyporaceae,Ganoderma,Ganoderma,Polyporales,Basidiomycota,Eukaryota
Actinotalea,Agaricomycetes,Gyrodontaceae,Gyrodon,Gyrodon,Boletales,Basidiomycota,Eukaryota
Actinotalea,Agaricomycetes,Omphalotaceae,Omphalotus,Omphalotus,Agaricales,Basidiomycota,Eukaryota
Actinotalea,Agaricomycetes,Polyporaceae,Polyporus,Polyporus,Polyporales,Basidiomycota,Eukaryota
Actinotalea,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Aerococcus,Sordariomycetes,Cordycipitaceae,Beauveria,Beauveria,Hypocreales,Ascomycota,Eukaryota
Aerococcus,Leotiomycetes,Sclerotiniaceae,Botrytis,Botrytis,Helotiales,Ascomycota,Eukaryota
Aerococcus,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Aerococcus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Aerococcus,Agaricomycetes,Infundibulicybe,Infundibulicybe,NA,Agaricales,Basidiomycota,Eukaryota
Aerococcus,Agaricomycetes,Clitocybaceae,Lepista,Lepista,Agaricales,Basidiomycota,Eukaryota
Aerococcus,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Aerococcus,Agaricomycetes,Pleurotaceae,Pleurotus,Pleurotus,Agaricales,Basidiomycota,Eukaryota
Aerococcus,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Aerococcus,Agaricomycetes,Sparassidaceae,Sparassis,Sparassis,Polyporales,Basidiomycota,Eukaryota
Aerococcus,Agaricomycetes,Stereaceae,Stereum,Stereum,Russulales,Basidiomycota,Eukaryota
Aeromicrobium,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Aeromicrobium,Eurotiomycetes,Malbrancheaceae,Auxarthron,Malbranchea,Onygenales,Ascomycota,Eukaryota
Aeromicrobium,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Aeromicrobium,Dothideomycetes,Periconiaceae,Periconia,Periconia,Pleosporales,Ascomycota,Eukaryota
Aeromicrobium,Sordariomycetes,Plectosphaerellaceae,Verticillium,Verticillium,Glomerellales,Ascomycota,Eukaryota
Aerosphaera,Sordariomycetes,Schizoparmaceae,Coniella,Coniella,Diaporthales,Ascomycota,Eukaryota
Aerosphaera,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Aerosphaera,Agaricomycetes,Lyophyllaceae,Hypsizygus,Hypsizygus,Agaricales,Basidiomycota,Eukaryota
Aerosphaera,Agaricomycetes,Hydnangiaceae,Laccaria,Laccaria,Agaricales,Basidiomycota,Eukaryota
Aerosphaera,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Aerosphaera,Agaricomycetes,Strophariaceae,Stropharia,Stropharia,Agaricales,Basidiomycota,Eukaryota
Aerosphaera,Agaricomycetes,Polyporaceae,Trametes,Trametes,Polyporales,Basidiomycota,Eukaryota
Afipia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Afipia,Sordariomycetes,Nectriaceae,Ilyonectria,Ilyonectria,Hypocreales,Ascomycota,Eukaryota
Afipia,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Agaricicola,Dothideomycetes,Didymellaceae,Epicoccum,Epicoccum,Pleosporales,Ascomycota,Eukaryota
Agathobacter,Agaricomycetes,Rhizopogonaceae,Rhizopogon,Rhizopogon,Boletales,Basidiomycota,Eukaryota
Aggregatibacter,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Aggregatibacter,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Aggregicoccus,Sordariomycetes,Togniniaceae,Phaeoacremonium,Phaeoacremonium,Togniniales,Ascomycota,Eukaryota
Agrococcus,Sordariomycetes,Acremonium,Acremonium,NA,Hypocreales,Ascomycota,Eukaryota
Agrococcus,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Agrococcus,Eurotiomycetes,Aspergillaceae,Aspergillus,Aspergillus,Eurotiales,Ascomycota,Eukaryota
