Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Achromobacter,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Acinetobacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Agrococcus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Azospirillum,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Bacillus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Bacteroides,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Bradyrhizobium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Brevundimonas,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Chryseobacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Citrobacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Clostridium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Comamonas,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Corynebacterium,Agaricomycetes,Suillaceae,Suillus,Suillus,Boletales,Basidiomycota,Eukaryota
Curtobacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Delftia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Dyella,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Enterobacter,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Granulicatella,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Haemophilus,Dothideomycetes,Didymellaceae,Phoma,Phoma,Pleosporales,Ascomycota,Eukaryota
Lactobacillus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Lactococcus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Lysobacter,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Massilia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Massilia,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Mesorhizobium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Microbacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Mycobacterium,Mucoromycetes,Mucoraceae,Mucor,Mucor,Mucorales,Mucoromycota,Eukaryota
Novosphingobium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pelomonas,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Propionibacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pseudomonas,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pseudomonas,Eurotiomycetes,Aspergillaceae,Penicillium,Penicillium,Eurotiales,Ascomycota,Eukaryota
Rhodococcus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Rothia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Sphingomonas,Dothideomycetes,Didymellaceae,Phoma,Phoma,Pleosporales,Ascomycota,Eukaryota
Stenotrophomonas,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Streptococcus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Variovorax,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Acinetobacter,Agaricomycetes,Amanitaceae,Amanita,Amanita,Agaricales,Basidiomycota,Eukaryota
Agrobacterium,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Bradyrhizobium,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Staphylococcus,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Stenotrophomonas,Agaricomycetes,Tricholomataceae,Tricholoma,Tricholoma,Agaricales,Basidiomycota,Eukaryota
Pseudomonas,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Stenotrophomonas,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Mycoplasma,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus,Glomerales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Gigasporaceae,Gigaspora,Gigaspora,Diversisporales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus,Glomerales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Glomeraceae,Funneliformis,Funneliformis,Glomerales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Gigasporaceae,Scutellospora,Scutellospora,Diversisporales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Glomeraceae,Rhizophagus,Rhizophagus,Glomerales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Glomeraceae,Glomus,Glomus,Glomerales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Gigasporaceae,Dentiscutata,Dentiscutata,Diversisporales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Gigasporaceae,Cetraspora,Cetraspora,Diversisporales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Gigasporaceae,Racocetra,Racocetra,Diversisporales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Ambisporaceae,Ambispora,Ambispora,Archaeosporales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Glomeromycetes,Geosiphonaceae,Geosiphon,Geosiphon,Archaeosporales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Endogonomycetes,Endogonaceae,Jimgerdemannia,Jimgerdemannia,Endogonales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Endogonomycetes,Endogonaceae,Endogone,Endogone,Endogonales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Candidatus Moeniiplasma,Mortierellomycetes,Mortierellaceae,Lobosporangium,Lobosporangium,Mortierellales,Mucoromycota,Eukaryota
Burkholderia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Mycoavidus,Mortierellomycetes,Mortierellaceae,Mortierella,Mortierella,Mortierellales,Mucoromycota,Eukaryota
Microbacterium,Agaricomycetes,Agaricaceae,Agaricus,Agaricus,Agaricales,Basidiomycota,Eukaryota
Pseudomonas,Agaricomycetes,Agaricaceae,Agaricus,Agaricus,Agaricales,Basidiomycota,Eukaryota
Ewingella,Agaricomycetes,Agaricaceae,Agaricus,Agaricus,Agaricales,Basidiomycota,Eukaryota
Enterobacter,Agaricomycetes,Agaricaceae,Agaricus,Agaricus,Agaricales,Basidiomycota,Eukaryota
Pseudomonas,Agaricomycetes,Amanitaceae,Amanita,Amanita,Agaricales,Basidiomycota,Eukaryota
Janthinobacterium,Agaricomycetes,Amanitaceae,Amanita,Amanita,Agaricales,Basidiomycota,Eukaryota
Enterobacter,Agaricomycetes,Amanitaceae,Amanita,Amanita,Agaricales,Basidiomycota,Eukaryota
Burkholderia,Agaricomycetes,Amanitaceae,Amanita,Amanita,Agaricales,Basidiomycota,Eukaryota
Burkholderia,Agaricomycetes,Boletaceae,Leccinum,Leccinum,Boletales,Basidiomycota,Eukaryota
Chryseobacterium,Agaricomycetes,Boletaceae,Leccinum,Leccinum,Boletales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Boletaceae,Leccinum,Leccinum,Boletales,Basidiomycota,Eukaryota
Chitinophaga,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Rhizobium,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Bacteroides,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Hafnia,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Enterobacter,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Pedobacter,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Pseudomonas,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Stenotrophomonas,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Flavobacterium,Pezizomycetes,Morchellaceae,Morchella,Morchella,Pezizales,Ascomycota,Eukaryota
Pseudomonas,Pezizomycetes,Helvellaceae,Leucangium,Leucangium,Pezizales,Ascomycota,Eukaryota
Janthinobacterium,Pezizomycetes,Helvellaceae,Leucangium,Leucangium,Pezizales,Ascomycota,Eukaryota
Janthinobacterium,Pezizomycetes,Morchellaceae,Kalapuya,Kalapuya,Pezizales,Ascomycota,Eukaryota
Flavobacterium,Pezizomycetes,Morchellaceae,Kalapuya,Kalapuya,Pezizales,Ascomycota,Eukaryota
Rhizobium,Pezizomycetes,Morchellaceae,Kalapuya,Kalapuya,Pezizales,Ascomycota,Eukaryota
Pseudomonas,Pezizomycetes,Morchellaceae,Kalapuya,Kalapuya,Pezizales,Ascomycota,Eukaryota
Burkholderia,Agaricomycetes,Russulaceae,Lactarius,Lactarius,Russulales,Basidiomycota,Eukaryota
Shewanella,Agaricomycetes,Russulaceae,Lactarius,Lactarius,Russulales,Basidiomycota,Eukaryota
Dyella,Agaricomycetes,Russulaceae,Lactarius,Lactarius,Russulales,Basidiomycota,Eukaryota
Burkholderia,Agaricomycetes,Suillaceae,Suillus,Suillus,Boletales,Basidiomycota,Eukaryota
Pseudomonas,Agaricomycetes,Suillaceae,Suillus,Suillus,Boletales,Basidiomycota,Eukaryota
Sinorhizobium,Pezizomycetes,Tuberaceae,Tuber,Tuber,Pezizales,Ascomycota,Eukaryota
Bradyrhizobium,Pezizomycetes,Tuberaceae,Tuber,Tuber,Pezizales,Ascomycota,Eukaryota
Rhizobium,Pezizomycetes,Tuberaceae,Tuber,Tuber,Pezizales,Ascomycota,Eukaryota
Microbacterium,Pezizomycetes,Tuberaceae,Tuber,Tuber,Pezizales,Ascomycota,Eukaryota
Polaromonas,Pezizomycetes,Tuberaceae,Tuber,Tuber,Pezizales,Ascomycota,Eukaryota
Pseudomonas,Pezizomycetes,Tuberaceae,Tuber,Tuber,Pezizales,Ascomycota,Eukaryota
Variovorax,Pezizomycetes,Tuberaceae,Tuber,Tuber,Pezizales,Ascomycota,Eukaryota
Propionibacterium,Pezizomycetes,Tuberaceae,Tuber,Tuber,Pezizales,Ascomycota,Eukaryota
Pseudomonas,Agaricomycetes,Tricholomataceae,Tricholoma,Tricholoma,Agaricales,Basidiomycota,Eukaryota
Serratia,Agaricomycetes,Tricholomataceae,Tricholoma,Tricholoma,Agaricales,Basidiomycota,Eukaryota
Mycetocola,Agaricomycetes,Tricholomataceae,Tricholoma,Tricholoma,Agaricales,Basidiomycota,Eukaryota
Ewingella,Agaricomycetes,Tricholomataceae,Tricholoma,Tricholoma,Agaricales,Basidiomycota,Eukaryota
Candidatus Glomeribacter,Glomeromycetes,Gigasporaceae,Gigaspora,Gigaspora,Diversisporales,Mucoromycota,Eukaryota
Nostoc,Glomeromycetes,Geosiphonaceae,Geosiphon,Geosiphon,Archaeosporales,Mucoromycota,Eukaryota
Acinetobacter,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Acinetobacter,Sordariomycetes,Nectriaceae,Calonectria,Calonectria,Hypocreales,Ascomycota,Eukaryota
Sphingomonas,Sordariomycetes,Hypoxylaceae,Hypoxylon,Hypoxylon,Xylariales,Ascomycota,Eukaryota
Sphingomonas,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Xanthomonadaceae,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Xanthomonadaceae,Dothideomycetes,Sporormiaceae,Preussia,Preussia,Pleosporales,Ascomycota,Eukaryota
Xanthomonadaceae,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Xanthomonadaceae,Dothideomycetes,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria,Botryosphaeriales,Ascomycota,Eukaryota
Xanthomonadaceae,Dothideomycetes,Phyllostictaceae,Phyllosticta,Phyllosticta,Botryosphaeriales,Ascomycota,Eukaryota
Oxalobacteraceae,Dothideomycetes,Dothioraceae,Hormonema,Hormonema,Dothideales,Ascomycota,Eukaryota
Haemophilus,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Mycetohabitans,Mucoromycetes,Rhizopodaceae,Rhizopus,Rhizopus,Mucorales,Mucoromycota,Eukaryota
Cohnella,Sordariomycetes,Hypocreaceae,Trichoderma,Trichoderma,Hypocreales,Ascomycota,Eukaryota
Pantoea,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Pantoea,Dothideomycetes,Botryosphaeriaceae,Microdiplodia,Microdiplodia,Botryosphaeriales,Ascomycota,Eukaryota
Pantoea,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Pantoea,Dothideomycetes,Phyllostictaceae,Phyllosticta,Phyllosticta,Botryosphaeriales,Ascomycota,Eukaryota
Variovorax,Sordariomycetes,Coniochaetaceae,Lecythophora,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Oxalobacteraceae,Dothideomycetes,Dothioraceae,Hormonema,Hormonema,Dothideales,Ascomycota,Eukaryota
Xanthomonadaceae,Dothideomycetes,Pleosporaceae,Alternaria,Alternaria,Pleosporales,Ascomycota,Eukaryota
Xanthomonadaceae,Dothideomycetes,Sporormiaceae,Preussia,Preussia,Pleosporales,Ascomycota,Eukaryota
Xanthomonadaceae,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Xanthomonadaceae,Dothideomycetes,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria,Botryosphaeriales,Ascomycota,Eukaryota
Xanthomonadaceae,Dothideomycetes,Phyllostictaceae,Phyllosticta,Phyllosticta,Botryosphaeriales,Ascomycota,Eukaryota
Bacillus,Pezizomycetes,Sarcoscyphaceae,Pithya,Pithya,Pezizales,Ascomycota,Eukaryota
Bacillus,Eurotiomycetes,Phaeomoniellaceae,Phaeomoniella,Phaeomoniella,Phaeomoniellales,Ascomycota,Eukaryota
Bacillus,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Bacillus,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Paenibacillus,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Luteibacter,Sordariomycetes,Hypoxylaceae,Hypoxylon,Hypoxylon,Xylariales,Ascomycota,Eukaryota
Rhizobium,Sordariomycetes,Xylariaceae,Entonaema,Entonaema,Xylariales,Ascomycota,Eukaryota
Rhizobium,Sordariomycetes,Hypoxylaceae,Hypoxylon,Hypoxylon,Xylariales,Ascomycota,Eukaryota
Rhizobium,Agaricomycetes,NA,Cantharellales,NA,Cantharellales,Basidiomycota,Eukaryota
Rhizobium,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Chitinophaga,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Mucilaginibacter,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Tardiphaga,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Burkholderia,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Pseudomonas,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Pedobacter,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Bradyrhizobium,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Salinibacterium,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Novosphingobium,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Frigoribacterium,Agaricomycetes,Cantharellaceae,Cantharellus,Cantharellus,Cantharellales,Basidiomycota,Eukaryota
Massilia,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Massilia,Sordariomycetes,Nectriaceae,Nectriaceae,NA,Hypocreales,Ascomycota,Eukaryota
Massilia,Agaricomycetes,NA,Agaricales,NA,Agaricales,Basidiomycota,Eukaryota
Pseudomonas,Sordariomycetes,Xylariaceae,Entonaema,Entonaema,Xylariales,Ascomycota,Eukaryota
Pseudomonas,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Pseudomonas,Sordariomycetes,Nectriaceae,Nectriaceae,NA,Hypocreales,Ascomycota,Eukaryota
Pseudomonas,Sordariomycetes,Nectriaceae,Calonectria,Calonectria,Hypocreales,Ascomycota,Eukaryota
Pseudomonas,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Pseudomonas,Agaricomycetes,NA,Agaricales,NA,Agaricales,Basidiomycota,Eukaryota
Schlegelella,Agaricomycetes,NA,Agaricales,NA,Agaricales,Basidiomycota,Eukaryota
Aquabacterium,Agaricomycetes,NA,Agaricales,NA,Agaricales,Basidiomycota,Eukaryota
Tardiphaga,Agaricomycetes,NA,Cantharellales,NA,Cantharellales,Basidiomycota,Eukaryota
Chitinophaga,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Chitinophaga,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Chitinophaga,Agaricomycetes,NA,Cantharellales,NA,Cantharellales,Basidiomycota,Eukaryota
Frigoribacterium,Agaricomycetes,NA,Cantharellales,NA,Cantharellales,Basidiomycota,Eukaryota
Pedobacter,Agaricomycetes,NA,Cantharellales,NA,Cantharellales,Basidiomycota,Eukaryota
Paraburkholderia,Agaricomycetes,NA,Russulales,NA,Russulales,Basidiomycota,Eukaryota
Staphylococcus,Sordariomycetes,Stachybotryaceae,Stachybotrys,Stachybotrys,Hypocreales,Ascomycota,Eukaryota
Staphylococcus,Agaricomycetes,NA,Russulales,NA,Russulales,Basidiomycota,Eukaryota
Corynebacterium,Agaricomycetes,NA,Russulales,NA,Russulales,Basidiomycota,Eukaryota
Enterococcus,Agaricomycetes,NA,Russulales,NA,Russulales,Basidiomycota,Eukaryota
Tardiphaga,Agaricomycetes,NA,Cantharellales,NA,Cantharellales,Basidiomycota,Eukaryota
Frigoribacterium,Agaricomycetes,NA,Cantharellales,NA,Cantharellales,Basidiomycota,Eukaryota
Chitinophaga,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Chitinophaga,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Chitinophaga,Agaricomycetes,NA,Cantharellales,NA,Cantharellales,Basidiomycota,Eukaryota
Erwinia,Dothideomycetes,Botryosphaeriaceae,Microdiplodia,Microdiplodia,Botryosphaeriales,Ascomycota,Eukaryota
Curtobacterium,Dothideomycetes,Cladosporiaceae,Cladosporium,Cladosporium,Cladosporiales,Ascomycota,Eukaryota
Burkholderia,Dothideomycetes,Monodictys,Monodictys,NA,Pleosporales,Ascomycota,Eukaryota
Luteibacter,Dothideomycetes,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria,Botryosphaeriales,Ascomycota,Eukaryota
Luteibacter,Dothideomycetes,Phyllostictaceae,Phyllosticta,Phyllosticta,Botryosphaeriales,Ascomycota,Eukaryota
Luteibacter,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Luteibacter,Dothideomycetes,Botryosphaeriaceae,Microdiplodia,Microdiplodia,Botryosphaeriales,Ascomycota,Eukaryota
Massilia,Dothideomycetes,Dothioraceae,Hormonema,Hormonema,Dothideales,Ascomycota,Eukaryota
Pantoea,Dothideomycetes,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria,Botryosphaeriales,Ascomycota,Eukaryota
Pantoea,Dothideomycetes,Botryosphaeriaceae,Microdiplodia,Microdiplodia,Botryosphaeriales,Ascomycota,Eukaryota
Rhizobium,Dothideomycetes,Botryosphaeriaceae,Microdiplodia,Microdiplodia,Botryosphaeriales,Ascomycota,Eukaryota
Clostridium,Sordariomycetes,Bionectriaceae,Bionectria,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Acidobacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Enterobacteriaceae,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Enterobacteriaceae,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Enterobacteriaceae,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Enterobacteriaceae,Dothideomycetes,Botryosphaeriaceae,Microdiplodia,Microdiplodia,Botryosphaeriales,Ascomycota,Eukaryota
Enterobacteriaceae,Sordariomycetes,Sporocadaceae,Pestalotiopsis,Pestalotiopsis,Xylariales,Ascomycota,Eukaryota
Enterobacteriaceae,Dothideomycetes,Phyllostictaceae,Phyllosticta,Phyllosticta,Botryosphaeriales,Ascomycota,Eukaryota
Lachnospiraceae,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Lachnospiraceae,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Veillonellaceae,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Pelosinus,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Lachnoclostridium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Lachnoclostridium,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Pectobacterium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pleomorphomonas,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Pleomorphomonas,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Anaerosinus,Sordariomycetes,Bionectriaceae,Bionectria,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Enterobacter,Sordariomycetes,Hypoxylaceae,Hypoxylon,Hypoxylon,Xylariales,Ascomycota,Eukaryota
Enterobacter,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Enterobacter,Sordariomycetes,Bionectriaceae,Bionectria,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Selenomonadales,Sordariomycetes,Bionectriaceae,Bionectria,Clonostachys,Hypocreales,Ascomycota,Eukaryota
Escherichia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Escherichia,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Comamonadaceae,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Comamonadaceae,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Comamonadaceae,Sordariomycetes,Nectriaceae,Gliocladiopsis,Gliocladiopsis,Hypocreales,Ascomycota,Eukaryota
Comamonadaceae,Sordariomycetes,Coniochaetaceae,Lecythophora,Coniochaeta,Coniochaetales,Ascomycota,Eukaryota
Comamonadaceae,Agaricomycetes,NA,Agaricales,NA,Agaricales,Basidiomycota,Eukaryota
Sphingobium,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Tenericutes,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Serratia,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Pseudochrobactrum,Sordariomycetes,Nectriaceae,Fusarium,Fusarium,Hypocreales,Ascomycota,Eukaryota
Stenotrophomonas,Sordariomycetes,Nectriaceae,Nectriaceae,NA,Hypocreales,Ascomycota,Eukaryota
Stenotrophomonas,Sordariomycetes,Nectriaceae,Calonectria,Calonectria,Hypocreales,Ascomycota,Eukaryota
Pelomonas,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Dermacoccus,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Propionibacterium,Sordariomycetes,Hypoxylaceae,Hypoxylon,Hypoxylon,Xylariales,Ascomycota,Eukaryota
Propionibacterium,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
Propionibacterium,Sordariomycetes,Xylariaceae,Entonaema,Entonaema,Xylariales,Ascomycota,Eukaryota
Propionibacterium,Sordariomycetes,Xylariaceae,Nemania,Nemania,Xylariales,Ascomycota,Eukaryota
Streptococcus,Sordariomycetes,Xylariaceae,Xylaria,Xylaria,Xylariales,Ascomycota,Eukaryota
