Bacterial_associate_taxa,Class,Family,Fungal_host_taxa,Genus,Order,Phylum,Superkingdom
Bacillus,Bacilli,Bacillaceae,Coniella,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Coniochaeta,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Coprinellus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Coprinus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Epicoccum,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Fistulina,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Flammulina,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Fomitiporia,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Gaeumannomyces,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Ganoderma,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Grifola,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Gyrodon,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Hebeloma,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Hericium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Hypsizygus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Ilyonectria,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Kuehneromyces,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Laccaria,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Laetiporus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Lepista,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Macrolepiota,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Marasmius,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Morchella,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Mortierella,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Mucor,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Nothophoma,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Omphalotus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Panellus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Paramyrothecium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Penicillium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Phaeoacremonium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Pleurotus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Polyporus,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Psathyrella,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Rhizopogon,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Schizosaccharomyces,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Sparassis,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Stanjemonium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Stereum,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Stropharia,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Tolypocladium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Trametes,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Tranzscheliella,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Trichoderma,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Truncatella,Bacillus,Bacillales,Firmicutes,Bacteria
Bacillus,Bacilli,Bacillaceae,Verticillium,Bacillus,Bacillales,Firmicutes,Bacteria
Bacteroides,Bacteroidia,Bacteroidaceae,Alternaria,Bacteroides,Bacteroidales,Bacteroidota,Bacteria
Bacteroides,Bacteroidia,Bacteroidaceae,Pleurotus,Bacteroides,Bacteroidales,Bacteroidota,Bacteria
Baia,Bacilli,Thermoactinomycetaceae,Gyrodon,Baia,Bacillales,Firmicutes,Bacteria
Barrientosiimonas,Actinomycetia,Dermacoccaceae,Fusarium,Barrientosiimonas,Micrococcales,Actinobacteria,Bacteria
Bauldia,Alphaproteobacteria,Kaistiaceae,Epicoccum,Bauldia,Hyphomicrobiales,Proteobacteria,Bacteria
Bdellovibrio,Oligoflexia,Bdellovibrionaceae,Trametes,Bdellovibrio,Bdellovibrionales,Proteobacteria,Bacteria
Belliella,Cytophagia,Cyclobacteriaceae,Aspergillus,Belliella,Cytophagales,Bacteroidota,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Epicoccum,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Fusarium,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Ganoderma,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Grifola,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Hypsizygus,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Infundibulicybe,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Laetiporus,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Lepista,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Marasmius,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Trametes,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Belnapia,Alphaproteobacteria,Acetobacteraceae,Trichoderma,Belnapia,Rhodospirillales,Proteobacteria,Bacteria
Bergeyella,Flavobacteriia,Weeksellaceae,Fusarium,Bergeyella,Flavobacteriales,Bacteroidota,Bacteria
Bergeyella,Flavobacteriia,Weeksellaceae,Hypsizygus,Bergeyella,Flavobacteriales,Bacteroidota,Bacteria
Bergeyella,Flavobacteriia,Weeksellaceae,Phaeoacremonium,Bergeyella,Flavobacteriales,Bacteroidota,Bacteria
Bergeyella,Flavobacteriia,Weeksellaceae,Plectosphaerella,Bergeyella,Flavobacteriales,Bacteroidota,Bacteria
Bhargavaea,Bacilli,Planococcaceae,Gaeumannomyces,Bhargavaea,Bacillales,Firmicutes,Bacteria
Blastocatella,Blastocatellia,Blastocatellaceae,Beauveria,Blastocatella,Blastocatellales,Acidobacteria,Bacteria
Blastocatella,Blastocatellia,Blastocatellaceae,Grifola,Blastocatella,Blastocatellales,Acidobacteria,Bacteria
Blastocatella,Blastocatellia,Blastocatellaceae,Trametes,Blastocatella,Blastocatellales,Acidobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Acremonium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Agrocybe,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Alternaria,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Armillaria,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Aspergillus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Beauveria,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Botrytis,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Calcarisporium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Chaetomium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Conidiobolus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Coniella,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Coprinellus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Coprinus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Epicoccum,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Fistulina,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Fomitiporia,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Fusarium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Gaeumannomyces,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Ganoderma,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Grifola,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Gyrodon,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Hericium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Hypsizygus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Ilyonectria,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Infundibulicybe,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Kuehneromyces,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Laccaria,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Laetiporus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Lepista,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Marasmius,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Morchella,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Mucor,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Omphalotus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Panellus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Penicillium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Periconia,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Pestalotiopsis,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Phaeoacremonium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Pleurotus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Polyporus,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Purpureocillium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Rhizopogon,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Schizosaccharomyces,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Sordaria,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Sparassis,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Stereum,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Stropharia,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Tolypocladium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Trametes,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Trichoderma,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Truncatella,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastococcus,Actinomycetia,Geodermatophilaceae,Verticillium,Blastococcus,Geodermatophilales,Actinobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Agrocybe,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Armillaria,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Beauveria,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Clonostachys,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Coprinus,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Fistulina,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Fusarium,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Ganoderma,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Grifola,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Hericium,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Hypsizygus,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Infundibulicybe,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Kuehneromyces,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Laccaria,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Laetiporus,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Lepista,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Lyophyllum,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Marasmius,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Omphalotus,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Panellus,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Pleurotus,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Tolypocladium,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Blastomonas,Alphaproteobacteria,Sphingomonadaceae,Trametes,Blastomonas,Sphingomonadales,Proteobacteria,Bacteria
Bordetella,Betaproteobacteria,Alcaligenaceae,Polyporus,Bordetella,Burkholderiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Aspergillus,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Beauveria,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Ceratobasidium,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Didymella,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Gaeumannomyces,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Grifola,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Gyrodon,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Hypsizygus,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Kuehneromyces,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Laccaria,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Lyophyllum,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Panellus,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Pleurotus,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Bosea,Alphaproteobacteria,Boseaceae,Stereum,Bosea,Hyphomicrobiales,Proteobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Acremonium,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Agrocybe,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Alternaria,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Aspergillus,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Basidiobolus,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Beauveria,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Ceratobasidium,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Chaetomium,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Coprinellus,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Epicoccum,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Flammulina,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Fomitiporia,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Fusarium,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Gaeumannomyces,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Ganoderma,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Gyrodon,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Hebeloma,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Hypsizygus,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Laccaria,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Morchella,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Mortierella,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Mucor,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Phaeoacremonium,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Pleurotus,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Polyporus,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Rhizopogon,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Sparassis,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Trametes,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Trichoderma,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Brachybacterium,Actinomycetia,Dermabacteraceae,Truncatella,Brachybacterium,Micrococcales,Actinobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Aspergillus,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Cladosporium,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Clonostachys,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Ilyonectria,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Mortierella,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Neopestalotiopsis,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Penicillium,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Podila,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Pseudogymnoascus,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Staphylotrichum,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Bradyrhizobium,Alphaproteobacteria,Nitrobacteraceae,Vanrija,Bradyrhizobium,Hyphomicrobiales,Proteobacteria,Bacteria
Brevibacillus,Bacilli,Paenibacillaceae,Alternaria,Brevibacillus,Bacillales,Firmicutes,Bacteria
Brevibacillus,Bacilli,Paenibacillaceae,Byssochlamys,Brevibacillus,Bacillales,Firmicutes,Bacteria
Brevibacillus,Bacilli,Paenibacillaceae,Cladosporium,Brevibacillus,Bacillales,Firmicutes,Bacteria
